identifier,canonical_smiles,standard_inchi_key,name_coconut,iupac_name_coconut,molecular_formula,mw_coconut,alogp,tpsa_coconut,hba_coconut,hbd_coconut,rot_bonds_coconut,qed_drug_likeliness,lipinski_violations,aromatic_rings,frac_csp3,np_likeness_num,np_classifier_pathway,np_classifier_superclass,np_classifier_class,chemical_class,chemical_superclass,direct_parent,organisms,collections,contains_sugar,contains_ring_sugars,dois,source_database,is_african_np,lipinski_pass,inchikey_14,npass_np_id,in_npass,p_active,african_rank
CNP0414251.1,CC(=O)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,RCXANGLYPFOYKX-XJJQXQETSA-N,29-Nor-20-oxolupeol,"1-[(1~{R},3~{a}~{R},5~{a}~{R},5~{b}~{R},7~{a}~{R},9~{S},11~{a}~{R},11~{b}~{R},13~{a}~{R},13~{b}~{S})-9-hydroxy-3~{a},5~{a},5~{b},8,8,11~{a}-hexamethyl-1,2,3,4,5,6,7,7~{a},9,10,11,11~{b},12,13,13~{a},13~{b}-hexadecahydrocyclopenta[a]chrysen-1-yl]ethanone",C29H48O2,428.7,7.04,37.3,2,1,1,0.49,1,0,0.97,2.91,Terpenoids,Triterpenoids,Lupane triterpenoids,Steroids and steroid derivatives,Lipids and lipid-like molecules,Steroids and steroid derivatives,Adenopeltis colliguaya|Aspergillus arenarius|Aspergillus quadrilineatus|Bituminaria bituminosa|Bombus hortorum|Centaurea seridis|Ceratocystis clavigera|Cereus weberi|Ceriops tagal|Chrozophora obliqua|Cneorum pulverulentum|Coleus garckeanus|Consolida ajacis|Dalbergia stipulacea|Dinemasporium strigosum|Elaeagnus commutata|Eucalyptus flocktoniae|Flindersia brayleyana|Gerbera piloselloides|Heracleum sphondylium|Jungermannia obovata|Kummerowia striata|Lyophyllum shimeji|Mascarenhasia arborescens|Meconopsis napaulensis|Merremia umbellata|Millettia conraui|Ormosia panamensis|Osmerus mordax|Palafoxia rosea|Pedicularis condensata|Perityle vaseyi|Phoebe formosana|Porella swartziana|Quercus mongolica|Rheum webbianum|Salacia chinensis|Salvia coulteri|Satureja cuneifolia|Senecio flavus|Sida cordifolia|Solanum sisymbriifolium|Solenopsis invicta|Spodoptera littoralis|Streptomyces fradiae|Streptomyces mobaraensis|Thymbra spicata|Trichia floriformis|Turraeanthus mannii|euonymus carnosus,AfroDB|Australian natural products|CMAUP (cCollective molecular activities of useful plants)|NPASS|Super Natural II|TCMDB@Taiwan (Traditional Chinese Medicine database)|ZINC NP,f,f,10.1002/cbdv.201000299|10.1021/np400851k,COCONUT,True,True,RCXANGLYPFOYKX,NPC195155,True,0.38272125914692934,27
CNP0219063.7,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,WCGUUGGRBIKTOS-RIRGMOJXSA-N,"Ursolic Acid,(S)","(1~{S},2~{R},4~{a}~{S},6~{a}~{R},6~{a}~{S},6~{b}~{R},8~{a}~{R},10~{S},12~{a}~{R},14~{b}~{R})-10-hydroxy-1,2,6~{a},6~{b},9,9,12~{a}-heptamethyl-2,3,4,5,6,6~{a},7,8,8~{a},10,11,12,13,14~{b}-tetradecahydro-1~{H}-picene-4~{a}-carboxylic acid",C30H48O3,456.71,7.09,57.53,2,2,1,0.41,1,0,0.9,3.19,Terpenoids,Triterpenoids,Ursane and Taraxastane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,"Taraxastane, ursane, and bauerane triterpenoids",Acacia lasiopetala|Allium stipitatum|Allium victorialis|Alstonia pittieri|Angiopteris evecta|Anogeissus acuminata|Artemisia argentea|Arthrophytum leptocladum|Aspergillus ostianus|Asphodeline damascena|Blepharis sindica|Bombus pascuorum|Brodiaea californica|Cellulomonas biazotea|Ceratocystis fagacearum|Chaetomella raphigera|Cladosporium tenuissimum|Corbicula fluminea|Cyathula tomentosa|Cyberlindnera jadinii|Eucalyptus kitsoniana|Euphorbia antiquorum|Euphrasia rubra|Exochorda giraldii|Fragaria indica|Frullania brittoniae|Gymnopus androsaceus|Himantoglossum hircinum|Hordeum vulgare var. distichon|Kopsia longiflora|Lamellodysidea herbacea|Latua pubiflora|Laurencia pacifica|Lepidophorum repandum|Lethasterias fusca|Lindera sericea|Lobelia st|Methanosarcina barkeri|Myristica malabarica|Notholaena lemmonii|Penicillium chrysogenum|Phebalium gracile|Pinus densiflora var. densiflora|Plagiomnium cuspidatum|Plantago asiatica|Plectranthus lanuginosus|Populus yunnanensis|Pseudocyphellaria rubella|Remijia pedunculata|Rhodanthe maryonii|Rhododendron campylocarpum|Rhododendron tomentosum|Rudbeckia hirta|Saraca indica|Saracha viscosa|Sarcodon aspratus|Scabiosa comosa|Scapania aequiloba|Sinopodophyllum emodi|Solanum pseudopersicum|Solanum toxicarum|Spartium junceum|Spergula japonica|Spongia australis|Stelletta inconspicua|Stephania aculeata|Streptomyces erythrochromogenes|Streptomyces noursei|Tapinella panuoides|Toddalia aculeata|Trichia favoginea,AfroDB|CMAUP (cCollective molecular activities of useful plants)|NPASS|Super Natural II|ZINC NP,f,f,,COCONUT,True,True,WCGUUGGRBIKTOS,NPC560047,True,0.3812748807834926,28
CNP0346217.1,CC(=O)O[C@H]1CCC(C)(C)[C@@]2(O)[C@@H](O)[C@H]3C(=O)C4=C(C[C@@H]3C[C@@H]12)OCC4,OWCKWTKVAJBXMP-DVWIJKHTSA-N,,"[(4~{a}~{S},5~{S},5~{a}~{R},9~{S},9~{a}~{S},10~{a}~{S})-5,5~{a}-dihydroxy-6,6-dimethyl-4-oxo-3,4~{a},5,7,8,9,9~{a},10,10~{a},11-decahydro-2~{H}-naphtho[6,7-f]benzofuran-9-yl] acetate",C20H28O6,364.44,1.73,93.06,6,2,1,0.69,0,0,0.8,2.75,Terpenoids,Diterpenoids,Aphidicolane diterpenoids,Naphthofurans,Organoheterocyclic compounds,Naphthofurans,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,OWCKWTKVAJBXMP,,False,0.37962605401117744,29
CNP0293849.1,CC(=O)O[C@@H]1CC[C@]23C[C@]24CC[C@@H]2[C@H]5[C@H](C)[C@H](C)CC[C@@]5(C)CC[C@@]2(C)[C@]4(C)CC[C@@H]3C1(C)C,VOYFIPFXUCCCMN-KVNBCRNFSA-N,,"[(1~{R},4~{R},5~{R},6~{R},7~{R},10~{S},13~{R},14~{S},17~{S},19~{R},22~{R})-6,7,10,13,14,18,18-heptamethyl-19-hexacyclo[12.9.0.0^{1,22}.0^{4,13}.0^{5,10}.0^{17,22}]tricosanyl] acetate",C32H52O2,468.77,8.43,26.3,2,0,1,0.36,1,0,0.97,3.11,Terpenoids,Triterpenoids,Bauerane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,"Taraxastane, ursane, and bauerane triterpenoids",,AfroDB|ZINC NP,f,f,,COCONUT,True,True,VOYFIPFXUCCCMN,,False,0.3758662566425837,30
CNP0274808.4,COC(=O)/C(=C\C[C@@H]1[C@]2(CC[C@H]3C(C)(C)[C@@H](O)CC[C@]13C)CO2)[C@H]1CO1,DQKIVJKTAXWJRV-WRMCWFQFSA-N,,"methyl (~{Z})-4-[(1~{S},2~{R},4~{a}~{R},6~{S},8~{a}~{S})-6-hydroxy-5,5,8~{a}-trimethyl-spiro[decalin-2,2'-oxirane]-1-yl]-2-[(2~{S})-oxiran-2-yl]but-2-enoate",C21H32O5,364.48,2.86,71.59,5,1,4,0.47,0,0,0.86,3.21,Terpenoids,Diterpenoids,Labdane diterpenoids,Prenol lipids,Lipids and lipid-like molecules,Diterpenoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,DQKIVJKTAXWJRV,NPC563265,True,0.3750103046087541,31
CNP0328089.3,CC1(C)CC[C@]2(CO)C(=O)C[C@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,YJVMDLQSCPBESM-ZBJJCHEOSA-N,,"(4~{a}~{S},6~{a}~{S},6~{a}~{S},6~{b}~{R},8~{a}~{R},10~{S},12~{a}~{R},14~{b}~{S})-10-hydroxy-4~{a}-(hydroxymethyl)-2,2,6~{a},6~{b},9,9,12~{a}-heptamethyl-3,4,6,6~{a},7,8,8~{a},10,11,12,13,14~{b}-dodecahydro-1~{H}-picen-5-one",C30H48O3,456.71,6.32,57.53,3,2,1,0.45,1,0,0.9,3.36,Terpenoids,Triterpenoids,Oleanane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,Triterpenoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,YJVMDLQSCPBESM,NPC99020,True,0.3730467811862882,32
CNP0337944.1,CC(=O)[C@H]1C(C)(C)C[C@@H]2C[C@H](C)C[C@@H]2[C@H](OC(=O)/C=C\c2ccccc2)[C@]1(C)C(C)C,POKZVPGYYXWMBO-CBGYDPMXSA-N,,"[(2~{S},3~{a}~{S},4~{S},5~{R},6~{S},8~{a}~{S})-6-acetyl-5-isopropyl-2,5,7,7-tetramethyl-1,2,3,3~{a},4,6,8,8~{a}-octahydroazulen-4-yl] (~{Z})-3-phenylprop-2-enoate",C28H40O3,424.63,6.57,43.37,3,0,5,0.4,1,1,0.64,1.85,Terpenoids,Diterpenoids,,Cinnamic acids and derivatives,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,POKZVPGYYXWMBO,,False,0.37167166136521784,33
CNP0269715.15,C=C(C)[C@H]1CC[C@]2(C)CC[C@]3(C)[C@@H](CC[C@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@H]12,MQYXUWHLBZFQQO-BMYLZFHVSA-N,,"(1~{S},3~{a}~{R},5~{a}~{R},5~{b}~{R},7~{a}~{S},9~{R},11~{a}~{R},11~{b}~{S},13~{a}~{S},13~{b}~{S})-1-isopropenyl-3~{a},5~{a},5~{b},8,8,11~{a}-hexamethyl-1,2,3,4,5,6,7,7~{a},9,10,11,11~{b},12,13,13~{a},13~{b}-hexadecahydrocyclopenta[a]chrysen-9-ol",C30H50O,426.73,8.02,20.23,1,1,1,0.42,1,0,0.93,3.05,Terpenoids,Triterpenoids,Lupane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,Lupane triterpenoids,,AfroDB,f,f,,COCONUT,True,True,MQYXUWHLBZFQQO,NPC600137,True,0.37078367388306155,34
CNP0310488.1,C=C1[C@@H]2CC[C@]3([C@H](C)C[C@H]4[C@@]5(CCC[C@@]4(C)C(=O)N(CCOC(C)=O)C5)[C@H]3C2)[C@H]1OC(C)=O,LDIHESBRMFITJP-PAVCUAQFSA-N,,"2-[(1~{R},2~{R},4~{R},6~{R},7~{R},8~{R},10~{S},11~{R})-6-acetoxy-8,11-dimethyl-5-methylene-12-oxo-13-azapentacyclo[9.3.3.2^{4,7}.0^{1,10}.0^{2,7}]nonadecan-13-yl]ethyl acetate",C27H39NO5,457.61,4.13,72.91,5,0,4,0.47,0,0,0.82,2.42,Terpenoids,Diterpenoids,,Prenol lipids,Lipids and lipid-like molecules,Atisane diterpenoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,LDIHESBRMFITJP,,False,0.37068340855115345,35
CNP0228526.4,CC1(C)CC[C@@]2(CO)CC=C3[C@]4(C)CC[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1,RJAKLUPHSBOQNU-MERAADFYSA-N,,"(3~{S},4~{a}~{R},6~{a}~{R},6~{a}~{S},8~{a}~{R},12~{a}~{S},14~{a}~{R},14~{b}~{R})-8~{a}-(hydroxymethyl)-4,4,6~{a},6~{a},11,11,14~{b}-heptamethyl-1,2,3,4~{a},5,6,8,9,10,12,12~{a},13,14,14~{a}-tetradecahydropicen-3-ol",C30H50O2,442.73,7.14,40.46,2,2,1,0.42,1,0,0.93,2.97,Terpenoids,Triterpenoids,Taraxerane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,Scalarane sesterterpenoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,RJAKLUPHSBOQNU,NPC561370,True,0.3706665491969426,36
CNP0136355.1,C=C1[C@@H]2CC[C@]3([C@H](C)C[C@@H]4[C@@]5(C)CCC[C@@]4(C=NC5)[C@H]3C2)[C@@H]1O,NGYHTCCYXPHJNR-NNKAVUEHSA-N,,"(1~{S},2~{R},4~{R},6~{R},7~{R},8~{R},10~{R},11~{R})-8,11-dimethyl-5-methylene-13-azapentacyclo[9.3.3.2^{4,7}.0^{1,10}.0^{2,7}]nonadec-13-en-6-ol",C21H31NO,313.49,4.24,32.59,2,1,0,0.67,0,0,0.86,3.33,Alkaloids,Pseudoalkaloids,Terpenoid alkaloids,Prenol lipids,Lipids and lipid-like molecules,Atisane diterpenoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,NGYHTCCYXPHJNR,,False,0.36979663628549847,37
CNP0223449.13,C=C(C)[C@H]1CC[C@]2(CO)CC[C@]3(C)[C@@H](CC[C@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@H]12,FVWJYYTZTCVBKE-FVCCMCTJSA-N,,"(1~{S},3~{a}~{S},5~{a}~{R},5~{b}~{R},7~{a}~{S},9~{R},11~{a}~{R},11~{b}~{S},13~{a}~{S},13~{b}~{S})-3~{a}-(hydroxymethyl)-1-isopropenyl-5~{a},5~{b},8,8,11~{a}-pentamethyl-1,2,3,4,5,6,7,7~{a},9,10,11,11~{b},12,13,13~{a},13~{b}-hexadecahydrocyclopenta[a]chrysen-9-ol",C30H50O2,442.73,7.0,40.46,2,2,2,0.45,1,0,0.93,3.23,Terpenoids,Triterpenoids,Lupane triterpenoids,Steroids and steroid derivatives,Lipids and lipid-like molecules,Hydroxysteroids,,AfroDB,f,f,,COCONUT,True,True,FVWJYYTZTCVBKE,NPC536138,True,0.36873570513780457,38
CNP0186530.5,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,OXVUXGFZHDKYLS-QUFHAEKXSA-N,Euscaphic acid,"(1~{R},2~{R},4~{a}~{S},6~{a}~{R},6~{a}~{S},6~{b}~{R},8~{a}~{R},10~{S},11~{R},12~{a}~{R},14~{b}~{S})-1,10,11-trihydroxy-1,2,6~{a},6~{b},9,9,12~{a}-heptamethyl-2,3,4,5,6,6~{a},7,8,8~{a},10,11,12,13,14~{b}-tetradecahydropicene-4~{a}-carboxylic acid",C30H48O5,488.71,5.18,97.99,4,4,1,0.38,1,0,0.9,3.33,Terpenoids,Triterpenoids,Ursane and Taraxastane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,"Taraxastane, ursane, and bauerane triterpenoids",Achillea clypeolata|Agaricus hortensis|Agathosma thymifolia|Aspergillus foveolatus|Athanasia crithmifolia|Benzoin praecox|Berberis julianae|Bridelia ferruginea|Bystropogon origanifolius|Cardamine pinnata|Casimiroa tetrameria|Centella asiatica|Cerbera dilatata|Chaenomeles sinensis KOEHNE|Cissus quinquefolia|Cneorum pulverulentum|Codonocarpus australis|Colchicum speciosum|Coleus amboinicus|Cotoneaster simonsii|Crateva nurvala|Diospyros verrucosa|Diphasiastrum alpinum|Doris verrucosa|Dryopteris crassirhizoma|Eribotrya japonica|Eriobotrya deflexa|Eriobotrya japonica|Eucalyptus globulus|Euonymus nanoides|Euphorbia franckiana|Euscaphis japonica|Geranium nepalense|Geum japonicum|Glycine falcata|Glycyrrhiza kansuensis|Haplopappus ciliatus|Heliomeris multiflora|Henricia aspera|Hertia intermedia|Inga longispica|Jacaranda caucana|Jacobaea subalpina|Kippistia suaedifolia|Laburnum anagyroides|Lactobacillus casei|Ligularia dentata|Marine|Morina longifolia|Mortierella elongata|Musanga cecropioides|Mycobacterium tuberculosis|Myliobatis aquila|Myrianthus arboreus|Neoshirakia japonica|Pelargonium reniforme|Perovskia abrotanoides|Picradeniopsis pringlei|Piptoporus australiensis|Pleogyne cunninghami|Pleogyne cunninghamii|Polygala amara|Polygala amarella|Prunella vulgaris|Pseudallescheria boydii|Pygeum topengii|Pyrola decorata|Quercus serrata|Rhinella arenarum|Rosa laevigata|Rosa multiflora|Rosa sericea|Rubus alceifolius|Rubus ellipticus|Rubus ellipticus var.obcordatus|Rubus parviforlius|Rubus rosa|Salvia trijuga|Sanguisorba officinalis|Schizonepeta multifida|Senecio sinuatus|Septoria pistaciarum|Spirographis spallanzani|Stephania sutchuenensis|Streptomyces fumanus|Streptomyces lavendofoliae|Streptomyces odorifer|Swertia angustifolia|Swertia japonica|Ternstroemia gymnanthera|Tetraneuris acaulis|Turbo argyrostoma|Uncaria gambier|Unonopsis glaucopetala|Ursinia alpina|Vitex negundo var. cannabifolia|Zieria smithii,AfroDB|Australian natural products|CMAUP (cCollective molecular activities of useful plants)|ChEBI NPs|FooDB|InflamNat|KNApSaCK|NPASS|Phyto4Health|Super Natural II|TCMDB@Taiwan (Traditional Chinese Medicine database)|TIPdb (database of Taiwan indigenous plants)|VietHerb,f,f,10.1002/jcb.24062|10.1016/j.bmc.2013.03.018|10.1021/np0100237|10.1021/np1003593|10.1021/np1007922|10.1021/np500509q|10.1021/np50086a006|10.1021/np900237a|10.1021/np960165e,COCONUT,True,True,OXVUXGFZHDKYLS,NPC319674,True,0.3670970468328897,39
CNP0330245.1,CC(C)=CCC/C(C)=C/C[C@]1(CC(=O)O)C[C@H](O)C=CC1=O,FYHIFNANGZTAMJ-ATRPVMHDSA-N,,"2-[(1~{R},5~{S})-1-[(2~{E})-3,7-dimethylocta-2,6-dienyl]-5-hydroxy-2-oxo-cyclohex-3-en-1-yl]acetic acid",C18H26O4,306.4,3.42,74.6,3,2,7,0.71,0,0,0.56,3.03,Terpenoids,Meroterpenoids,Polyprenylated cyclic polyketides (Hop meroterpenoids),Prenol lipids,Lipids and lipid-like molecules,Monocyclic monoterpenoids,,AfroDB|ConMedNP|Super Natural II|TCMDB@Taiwan (Traditional Chinese Medicine database)|ZINC NP,f,f,,COCONUT,True,True,FYHIFNANGZTAMJ,,False,0.3651337452145702,40
CNP0249388.4,C[C@H]1[C@H](C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,XUARCIYIVXVTAE-PAZHQPHASA-N,,"(3~{S},4~{a}~{R},6~{a}~{R},6~{b}~{S},8~{a}~{S},11~{R},12~{S},12~{a}~{R},14~{a}~{R},14~{b}~{R})-8~{a}-(hydroxymethyl)-4,4,6~{a},6~{b},11,12,14~{b}-heptamethyl-2,3,4~{a},5,6,7,8,9,10,11,12,12~{a},14,14~{a}-tetradecahydro-1~{H}-picen-3-ol",C30H50O2,442.73,7.0,40.46,2,2,1,0.43,1,0,0.93,3.28,Terpenoids,Triterpenoids,Ursane and Taraxastane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,"Taraxastane, ursane, and bauerane triterpenoids",Allium victorialis|Aplidium meridianum|Arthrophytum leptocladum|Astragalus pterocarpus|Blepharis sindica|Bryobium hyacinthoides|Cellulomonas biazotea|Cladosporium tenuissimum|Corbicula fluminea|Cydonia oblonga|Didemnum candidum|Diplodia sapinea|Eupomatia laurina|Fragaria indica|Frullania brittoniae|Garcinia cowa|Gentiana cruciata|Gnaphalium gaudichaudianum|Guatteria pogonopus|Hymenophyllum recurvum|Lamellodysidea herbacea|Latua pubiflora|Lobelia st|Peniophora polygonia|Phebalium gracile|Pinus densiflora var. densiflora|Psiadia punctulata|Remijia pedunculata|Rhododendron tomentosum|Rudbeckia hirta|Rumex dentatus|Salvia cavaleriei|Samadera bidwillii|Sanguinaria canadensis|Saracha viscosa|Sarcodon aspratus|Sinopodophyllum emodi|Solanum toxicarum|Sphaeranthus africanus|Spongia australis|Stelletta inconspicua|Trichia favoginea|Uncaria cordata|Vitex glabrata|Woodfordia fruticosa|Xestospongia testudinaria,AfroDB|CMAUP (cCollective molecular activities of useful plants)|NPASS|Super Natural II|ZINC NP,f,f,,COCONUT,True,True,XUARCIYIVXVTAE,NPC542284,True,0.36412581275141137,41
CNP0239591.1,C[C@@H]1CO[C@](O)(OC2=C(c3ccc(O)c(O)c3)Cc3cc(O)cc(O)c3C2=O)[C@H](O)[C@H]1O,WJSBXQGFCFEBLF-UJAOVECFSA-N,,"3-(3,4-dihydroxyphenyl)-6,8-dihydroxy-2-[(2~{S},3~{R},4~{S},5~{R})-2,3,4-trihydroxy-5-methyl-tetrahydropyran-2-yl]oxy-4~{H}-naphthalen-1-one",C22H22O10,446.41,0.71,177.14,10,7,3,0.26,1,2,0.32,1.93,Polyketides,Polycyclic aromatic polyketides,Anthraquinones and anthrones,Naphthalenes,Benzenoids,Phenylnaphthalenes,,AfroDB|ZINC NP,t,t,,COCONUT,True,True,WJSBXQGFCFEBLF,,False,0.36249877532146335,42
CNP0346228.1,C=C1CC[C@]2(C(=O)OC)C[C@@H]3C[C@@]34C3=CC=C5C(C)=C(O)C(=O)C(C)=C5[C@]35C[C@@H]5C[C@@]43C[C@@]23C1,NPMIZMPSLFBYRK-RELRRTBHSA-N,,"methyl (1~{R},11~{S},13~{R},15~{S},17~{R},22~{S},24~{S})-7-hydroxy-6,9-dimethyl-19-methylene-8-oxo-octacyclo[13.10.0.0^{1,24}.0^{2,11}.0^{5,10}.0^{11,13}.0^{15,17}.0^{17,22}]pentacosa-2,4,6,9-tetraene-22-carboxylate",C30H32O4,456.58,5.68,63.6,4,1,1,0.41,1,0,0.6,2.85,Terpenoids,Diterpenoids,,Carboxylic acids and derivatives,Organic acids and derivatives,Methyl esters,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,NPMIZMPSLFBYRK,,False,0.3616893359972405,43
CNP0201957.9,CC1(C)CC[C@@]2(C)CC=C3[C@]4(C)CC[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1,GGGUGZHBAOMSFJ-CKSYWMOSSA-N,,"(3~{S},4~{a}~{R},6~{a}~{R},6~{a}~{S},8~{a}~{S},12~{a}~{R},14~{a}~{R},14~{b}~{R})-4,4,6~{a},6~{a},8~{a},11,11,14~{b}-octamethyl-1,2,3,4~{a},5,6,8,9,10,12,12~{a},13,14,14~{a}-tetradecahydropicen-3-ol",C30H50O,426.73,8.17,20.23,1,1,0,0.39,1,0,0.93,2.98,Terpenoids,Triterpenoids,Taraxerane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,Scalarane sesterterpenoids,,AfroDB|Super Natural II|ZINC NP,f,f,,COCONUT,True,True,GGGUGZHBAOMSFJ,NPC490093,True,0.35880746510059397,44
CNP0134162.1,COc1cc2c(cc1OC)[C@@H](c1ccc3c(c1)OCO3)[C@H]1C(=O)OC[C@@H]1C2,LAFREGHROJJWDK-SVIJTADQSA-N,,"(3~{a}~{R},4~{R},9~{a}~{R})-4-(1,3-benzodioxol-5-yl)-6,7-dimethoxy-3~{a},4,9,9~{a}-tetrahydro-1~{H}-benzo[f]isobenzofuran-3-one",C21H20O6,368.39,2.91,63.22,6,0,3,0.78,0,2,0.38,1.41,Shikimates and Phenylpropanoids,Lignans,Arylnaphthalene and aryltetralin lignans,Lignan lactones,"Lignans, neolignans and related compounds",Lignan lactones,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,LAFREGHROJJWDK,NPC537076,True,0.3581542100443056,45
CNP0278423.3,CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1,PSZDOEIIIJFCFE-BCYHNWTNSA-N,,"(3~{S},4~{a}~{R},6~{a}~{R},6~{b}~{S},8~{a}~{S},12~{a}~{R},14~{a}~{R},14~{b}~{R})-8~{a}-(hydroxymethyl)-4,4,6~{a},6~{b},11,11,14~{b}-heptamethyl-1,2,3,4~{a},5,6,7,8,9,10,12,12~{a},14,14~{a}-tetradecahydropicen-3-ol",C30H50O2,442.73,7.14,40.46,2,2,1,0.42,1,0,0.93,3.33,Terpenoids,Triterpenoids,Oleanane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,Oleanane triterpenoids,Genipa spruceana|Goniothalamus cheliensis|Taiwania cryptomerioides|Vachellia caven,AfroDB|CMAUP (cCollective molecular activities of useful plants)|NPASS|Super Natural II|ZINC NP,f,f,,COCONUT,True,True,PSZDOEIIIJFCFE,NPC559857,True,0.3554658542164853,46
CNP0213216.5,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1,MIJYXULNPSFWEK-JZQYXDLISA-N,"(4aS,6aR,6aS,6bR,8aR,10S,12aR,14bR)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid","(4~{a}~{S},6~{a}~{R},6~{a}~{S},6~{b}~{R},8~{a}~{R},10~{S},12~{a}~{R},14~{b}~{R})-10-hydroxy-2,2,6~{a},6~{b},9,9,12~{a}-heptamethyl-1,3,4,5,6,6~{a},7,8,8~{a},10,11,12,13,14~{b}-tetradecahydropicene-4~{a}-carboxylic acid",C30H48O3,456.71,7.23,57.53,2,2,1,0.41,1,0,0.9,3.27,Terpenoids,Triterpenoids,Oleanane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,Oleanane triterpenoids,,AfroDB|CMAUP (cCollective molecular activities of useful plants)|Super Natural II|TCMDB@Taiwan (Traditional Chinese Medicine database)|ZINC NP,f,f,,COCONUT,True,True,MIJYXULNPSFWEK,NPC524302,True,0.35543104180994445,47
CNP0407282.1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@H]4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6OCC[C@H](O)[C@H]6O)[C@@](C)(CO)[C@H]5CC[C@]43C)[C@@H]2C1,QIBUUTUBBIKTAN-ILUYTALYSA-N,,"(4~{a}~{S},6~{a}~{S},6~{a}~{S},6~{b}~{R},8~{a}~{S},9~{R},10~{R},11~{S},12~{a}~{R},14~{b}~{S})-10-[(2~{S},3~{R},4~{S})-3,4-dihydroxytetrahydropyran-2-yl]oxy-11-hydroxy-9-(hydroxymethyl)-2,2,6~{a},6~{b},9,12~{a}-hexamethyl-1,3,4,5,6,6~{a},7,8,8~{a},10,11,12,13,14~{b}-tetradecahydropicene-4~{a}-carboxylic acid",C35H56O8,604.83,4.67,136.68,7,5,4,0.23,1,0,0.91,2.97,Terpenoids,Triterpenoids,Oleanane triterpenoids,Steroids and steroid derivatives,Lipids and lipid-like molecules,Hydroxysteroids,,AfroDB,t,t,,COCONUT,True,True,QIBUUTUBBIKTAN,,False,0.35536432913889066,48
CNP0322154.1,COc1cc2c(cc1[C@@H]1Cc3cc4ccoc4cc3OC1=O)OCO2,WODYXMNSZURMDO-ZDUSSCGKSA-N,,"(6~{S})-6-(6-methoxy-1,3-benzodioxol-5-yl)-5,6-dihydrofuro[3,2-g]chromen-7-one",C19H14O6,338.32,3.42,67.13,6,0,2,0.53,0,3,0.21,1.3,Shikimates and Phenylpropanoids,Coumarins,Furocoumarins,Isoflavonoids,Phenylpropanoids and polyketides,2'-O-methylated isoflavonoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,WODYXMNSZURMDO,,False,0.3553130788314134,49
